link,label,date,title,question,content
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A27C6-hd-lay-bai-viet-cua-nguoi-khac-dang-len-mang-xa-hoi-ma-khong-xin-phep-khong-dan-nguon-bi-xu-phat-het-b.html,Quyền tác giả,16:31 | 05/07/2024,"Lấy bài viết của người khác đăng lên mạng xã hội mà không xin phép, không dẫn nguồn bị xử phạt hết bao nhiêu tiền? ",Các đối tượng nào không thuộc phạm vi bảo hộ quyền tác giả?,"Căn cứ theo Điều 15Luật Sở hữu trí tuệ 2005quy định các đối tượng không thuộc phạm vi bảo hộ quyền tác giả như sau: - Tin tức thời sự thuần tuý đưa tin. - Văn bản quy phạm pháp luật, văn bản hành chính, văn bản khác thuộc lĩnh vực tư pháp và bản dịch chính thức của văn bản đó. - Quy trình, hệ thống, phương pháp hoạt động, khái niệm, nguyên lý, số liệu."
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A2686-hd-chinh-thuc-giam-50-le-phi-nop-don-dang-ky-bao-ho-quyen-so-huu-tri-tue-tu-ngay-0172024-den-het-nam-2.html,Bảo hộ quyền sở hữu trí tuệ,16:10 | 01/07/2024,Chính thức giảm 50% lệ phí nộp đơn đăng ký bảo hộ quyền sở hữu trí tuệ từ ngày 01/7/2024 đến hết năm 2024?,Chính thức giảm 50% lệ phí nộp đơn đăng ký bảo hộ quyền sở hữu trí tuệ từ ngày 01/7/2024 đến hết năm 2024?,"Căn cứ theo khoản 1 Điều 1Thông tư 43/2024/TT-BTCquy định như sau: Điều 1. Mức thu một số khoản phí, lệ phí nhằm tiếp tục tháo gỡ khó khăn, hỗ trợ cho hoạt động sản xuất kinh doanh 1. Kể từ ngày 01 tháng 7 năm 2024 đến hết ngày 31 tháng 12 năm 2024, mức thu một số khoản phí, lệ phí được quy định như sau:  Căn cứ theo điểm 2 Mục 1 Biểu phí, lệ phí trong lĩnh vực trồng trọt và giống cây lâm nghiệp ban hành kèm theoThông tư 207/2016/TT-BTCquy định như sau:  Theo đó, kể từ ngày 01/7/2024 đến hết năm 2024, mức thu lệ phí nộp đơn đăng ký bảo hộ quyền sở hữu trí tuệ sẽ là 50.000 đồng/trường hợp.  Chính thức giảm 50% lệ phí nộp đơn đăng ký bảo hộ quyền sở hữu trí tuệ từ ngày 01/7/2024 đến hết năm 2024? (Hình từ Internet)"
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A2686-hd-chinh-thuc-giam-50-le-phi-nop-don-dang-ky-bao-ho-quyen-so-huu-tri-tue-tu-ngay-0172024-den-het-nam-2.html,Bảo hộ quyền sở hữu trí tuệ,16:10 | 01/07/2024,Chính thức giảm 50% lệ phí nộp đơn đăng ký bảo hộ quyền sở hữu trí tuệ từ ngày 01/7/2024 đến hết năm 2024?,Đơn đăng ký sở hữu công nghiệp bị coi là không hợp lệ trong trường hợp nào?,"Căn cứ theo khoản 1 Điều 4Luật Sở hữu trí tuệ 2005được sửa đổi bởi khoản 2 Điều 1Luật Sở hữu trí tuệ sửa đổi 2009quy định như sau: Điều 4. Giải thích từ ngữ Trong Luật này, các từ ngữ dưới đây được hiểu như sau: 1. Quyền sở hữu trí tuệ là quyền của tổ chức, cá nhân đối với tài sản trí tuệ, bao gồm quyền tác giả và quyền liên quan đến quyền tác giả, quyền sở hữu công nghiệp và quyền đối với giống cây trồng. ... Căn cứ theo khoản 2 Điều 109Luật Sở hữu trí tuệ 2005được bổ sung bởi khoản 37 Điều 1Luật Sở hữu trí tuệ sửa đổi 2022quy định như sau: Điều 109. Thẩm định hình thức đơn đăng ký sở hữu công nghiệp ... 2. Đơn đăng ký sở hữu công nghiệp bị coi là không hợp lệ trong các trường hợp sau đây: a) Đơn không đáp ứng các yêu cầu về hình thức; b) Đối tượng nêu trong đơn là đối tượng không được bảo hộ; c) Người nộp đơn không có quyền đăng ký, kể cả trường hợp quyền đăng ký cùng thuộc nhiều tổ chức, cá nhân nhưng một hoặc một số người trong số đó không đồng ý thực hiện việc nộp đơn; d) Đơn được nộp trái với quy định về cách thức nộp đơn quy định tại Điều 89 của Luật này; đ) Người nộp đơn không nộp phí và lệ phí. e) Đơn đăng ký sáng chế được nộp trái với quy định về kiểm soát an ninh đối với sáng chế quy định tại Điều 89a của Luật này. Quyền sở hữu công nghiệp là một trong những đối tượng của quyền sở hữu trí tuệ. Theo đó, đơn đăng ký sở hữu công nghiệp sẽ bị coi là không hợp lệ nếu thuộc các trường hợp dưới đây: - Đơn không đáp ứng các yêu cầu về hình thức. - Đối tượng nêu trong đơn là đối tượng không được bảo hộ. - Người nộp đơn không có quyền đăng ký, kể cả trường hợp quyền đăng ký cùng thuộc nhiều tổ chức, cá nhân nhưng một hoặc một số người trong số đó không đồng ý thực hiện việc nộp đơn. - Đơn được nộp trái với quy định về cách thức nộp đơn. - Người nộp đơn không nộp phí và lệ phí. - Đơn đăng ký sáng chế được nộp trái với quy định về kiểm soát an ninh đối với sáng chế."
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A2686-hd-chinh-thuc-giam-50-le-phi-nop-don-dang-ky-bao-ho-quyen-so-huu-tri-tue-tu-ngay-0172024-den-het-nam-2.html,Bảo hộ quyền sở hữu trí tuệ,16:10 | 01/07/2024,Chính thức giảm 50% lệ phí nộp đơn đăng ký bảo hộ quyền sở hữu trí tuệ từ ngày 01/7/2024 đến hết năm 2024?,Rút đơn đăng ký sở hữu công nghiệp có được hoàn trả lệ phí không?,"Căn cứ theo khoản 2 Điều 116Luật Sở hữu trí tuệ 2005được sửa đổi bởi khoản 41 Điều 1Luật Sở hữu trí tuệ sửa đổi 2022quy định như sau: Điều 116. Rút đơn đăng ký sở hữu công nghiệp 1. Trước khi cơ quan quản lý nhà nước về quyền sở hữu công nghiệp quyết định cấp hoặc từ chối cấp văn bằng bảo hộ, người nộp đơn có quyền tuyên bố rút đơn đăng ký sở hữu công nghiệp bằng văn bản do chính mình đứng tên hoặc thông qua tổ chức dịch vụ đại diện sở hữu công nghiệp nếu giấy uỷ quyền có nêu rõ việc uỷ quyền rút đơn. 2. Từ thời điểm người nộp đơn tuyên bố rút đơn, mọi thủ tục tiếp theo liên quan đến đơn đó bị chấm dứt. 3. Mọi đơn đăng ký sáng chế, kiểu dáng công nghiệp đã rút hoặc bị coi là đã rút nếu chưa công bố và mọi đơn đăng ký nhãn hiệu đã rút đều được coi là chưa từng được nộp, trừ trường hợp đơn được dùng làm căn cứ để yêu cầu hưởng quyền ưu tiên. Căn cứ theo điểm e khoản 1 Điều 100Luật Sở hữu trí tuệ 2005được bổ sung bởi khoản 32 Điều 1Luật Sở hữu trí tuệ sửa đổi 2022quy định như sau: Điều 100. Yêu cầu chung đối với đơn đăng ký sở hữu công nghiệp 1. Đơn đăng ký sở hữu công nghiệp bao gồm các tài liệu sau đây: a) Tờ khai đăng ký theo mẫu quy định; b) Tài liệu, mẫu vật, thông tin thể hiện đối tượng sở hữu công nghiệp đăng ký bảo hộ quy định tại các điều từ Điều 102 đến Điều 106 của Luật này; c) Giấy uỷ quyền, nếu đơn nộp thông qua đại diện; d) Tài liệu chứng minh quyền đăng ký, nếu người nộp đơn thụ hưởng quyền đó của người khác; đ) Tài liệu chứng minh quyền ưu tiên, nếu có yêu cầu hưởng quyền ưu tiên; e) Chứng từ nộp phí, lệ phí. ... Từ những căn cứ trên, người nộp đơn đăng ký quyền sở hữu công nghiệp thì phải nộp kèm theo các tài liệu có liên quan bao gồm cả chứng từ nộp lệ phí. Tại thời điểm người nộp đơn tuyên bố rút đơn đăng ký sở hữu công nghiệp thì mọi thủ tục tiếp theo liên quan đến đơn đó bị chấm dứt. Khi đó, những thủ tục tiếp theo liên quan đến đơn đó chưa tiến hành thì sẽ được hoàn trả lệ phí."
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A24FD-hd-ben-giao-cong-nghe-co-phai-boi-thuong-thiet-hai-cho-ben-thu-ba-do-vi-pham-hop-dong-khong.html,Chuyển giao công nghệ,12:00 | 30/06/2024,Bên giao công nghệ có phải bồi thường thiệt hại cho bên thứ ba do vi phạm hợp đồng không?,Chuyển giao công nghệ là gì?,"Căn cứ theo khoản 7 Điều 2Luật Chuyển giao công nghệ 2017quy định như sau: Điều 2. Giải thích từ ngữ Trong Luật này, các từ ngữ dưới đây được hiểu như sau: ... 7. Chuyển giao công nghệ là chuyển nhượng quyền sở hữu công nghệ hoặc chuyển giao quyền sử dụng công nghệ từ bên có quyền chuyển giao công nghệ sang bên nhận công nghệ. ... Như vậy,chuyển giao công nghệlà chuyển nhượng quyền sở hữu công nghệ hoặc chuyển giao quyền sử dụng công nghệ từ bên có quyền chuyển giao công nghệ sang bên nhận công nghệ.  Bên giao công nghệ có phải bồi thường thiệt hại cho bên thứ ba do vi phạm hợp đồng không? (Hình từ Internet)"
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A24FD-hd-ben-giao-cong-nghe-co-phai-boi-thuong-thiet-hai-cho-ben-thu-ba-do-vi-pham-hop-dong-khong.html,Chuyển giao công nghệ,12:00 | 30/06/2024,Bên giao công nghệ có phải bồi thường thiệt hại cho bên thứ ba do vi phạm hợp đồng không?,Bên giao công nghệ có phải bồi thường thiệt hại cho bên thứ ba do vi phạm hợp đồng không?,"Căn cứ theo khoản 2 Điều 25Luật Chuyển giao công nghệ 2017quy định như sau: Điều 25. Quyền và nghĩa vụ của bên giao công nghệ ... 2. Bên giao công nghệ có nghĩa vụ sau đây: a) Bảo đảm quyền chuyển giao công nghệ là hợp pháp và không bị hạn chế bởi bên thứ ba, trừ trường hợp các bên có thỏa thuận khác; b) Thực hiện đúng cam kết trong hợp đồng;bồi thường thiệt hại cho bên nhận công nghệ, bên thứ ba do vi phạm hợp đồng; c) Giữ bí mật thông tin về công nghệ và thông tin khác trong quá trình đàm phán, ký kết, thực hiện hợp đồng chuyển giao công nghệ theo thỏa thuận; d) Thông báo cho bên nhận công nghệ và thực hiện các biện pháp thích hợp khi phát hiện có khó khăn về kỹ thuật của công nghệ được chuyển giao làm cho kết quả chuyển giao công nghệ có khả năng không đúng cam kết trong hợp đồng; đ) Đề nghị cấp Giấy phép chuyển giao công nghệ trong trường hợp chuyển giao công nghệ hạn chế chuyển giao từ Việt Nam ra nước ngoài, trừ trường hợp các bên có thỏa thuận khác; e) Thực hiện nghĩa vụ về tài chính, nghĩa vụ khác theo quy định của pháp luật. Như vậy, theo quy định nêu trên thì bên giao công nghệ có nghĩa vụphải bồi thường thiệt hại cho bên thứ ba nếu như vi phạm hợp đồng chuyển giao công nghệ."
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A24FD-hd-ben-giao-cong-nghe-co-phai-boi-thuong-thiet-hai-cho-ben-thu-ba-do-vi-pham-hop-dong-khong.html,Chuyển giao công nghệ,12:00 | 30/06/2024,Bên giao công nghệ có phải bồi thường thiệt hại cho bên thứ ba do vi phạm hợp đồng không?,Có bao nhiêu hình thức chuyển giao công nghệ?,"Căn cứ theo Điều 5Luật Chuyển giao công nghệ 2017quy định như sau: Điều 5. Hình thức chuyển giao công nghệ 1. Chuyển giao công nghệ độc lập. 2. Phần chuyển giao công nghệ trong trường hợp sau đây: a) Dự án đầu tư; b) Góp vốn bằng công nghệ; c) Nhượng quyền thương mại; d) Chuyển giao quyền sở hữu trí tuệ; đ) Mua, bán máy móc, thiết bị quy định tại điểm d khoản 1 Điều 4 của Luật này. 3. Chuyển giao công nghệ bằng hình thức khác theo quy định của pháp luật ... Như vậy, có 03 hình thức chuyển giao công nghệ bao gồm: -Chuyển giao công nghệ độc lập. - Phần chuyển giao công nghệ áp dụng với các trường hợp: + Dự án đầu tư. + Góp vốn bằng công nghệ. + Nhượng quyền thương mại. + Chuyển giao quyền sở hữu trí tuệ. + Mua, bán máy móc, thiết bị. - Chuyển giao công nghệ bằng hình thức khác."
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A24FD-hd-ben-giao-cong-nghe-co-phai-boi-thuong-thiet-hai-cho-ben-thu-ba-do-vi-pham-hop-dong-khong.html,Chuyển giao công nghệ,12:00 | 30/06/2024,Bên giao công nghệ có phải bồi thường thiệt hại cho bên thứ ba do vi phạm hợp đồng không?,Thời hạn thực hiện và thời điểm có hiệu lực của hợp đồng chuyển giao công nghệ là khi nào?,"Căn cứ theo Điều 24Luật Chuyển giao công nghệ 2017quy định thời hạn thực hiện và thời điểm có hiệu lực của hợp đồng chuyển giao công nghệ như sau: Điều 24. Thời hạn thực hiện và thời điểm có hiệu lực của hợp đồng chuyển giao công nghệ 1. Thời hạn thực hiện hợp đồng chuyển giao công nghệ do các bên thỏa thuận. 2. Thời điểm có hiệu lực của hợp đồng chuyển giao công nghệ do các bên thỏa thuận; trường hợp các bên không thỏa thuận về thời điểm có hiệu lực của hợp đồng thì thời điểm có hiệu lực của hợp đồng là thời điểm giao kết, trừ trường hợp quy định tại khoản 3 Điều này. 3. Hợp đồng chuyển giao công nghệ hạn chế chuyển giao có hiệu lực từ thời điểm được cấp Giấy phép chuyển giao công nghệ. Hợp đồng chuyển giao công nghệ thuộc trường hợp đăng ký theo quy định tại khoản 1 và khoản 2 Điều 31 của Luật này có hiệu lực từ thời điểm được cấp Giấy chứng nhận đăng ký chuyển giao công nghệ; trường hợp gia hạn, sửa đổi, bổ sung thì hợp đồng gia hạn, sửa đổi, bổ sung có hiệu lực từ thời điểm cơ quan nhà nước có thẩm quyền cấp Giấy chứng nhận đăng ký gia hạn, sửa đổi, bổ sung chuyển giao công nghệ. Theo quy định trên, thời hạn thực hiện và thời điểm có hiệu lực của hợp đồng chuyển giao công nghệ do các bên thỏa thuận. Trường hợp các bên không thỏa thuận về thời điểm có hiệu lực của hợp đồng thì thời điểm có hiệu lực của hợp đồng là thời điểm giao kết. Hợp đồng chuyển giao công nghệ thuộc trường hợp đăng ký theo quy định tại khoản 1 và khoản 2 Điều 31Luật Chuyển giao công nghệ 2017có hiệu lực từ thời điểm được cấp Giấy chứng nhận đăng ký chuyển giao công nghệ. Trường hợp gia hạn, sửa đổi, bổ sung thì hợp đồng gia hạn, sửa đổi, bổ sung có hiệu lực từ thời điểm cơ quan nhà nước có thẩm quyền cấp Giấy chứng nhận đăng ký gia hạn, sửa đổi, bổ sung chuyển giao công nghệ."
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A2524-hd-luong-co-so-tang-len-234-trieu-dong-thi-tro-cap-duong-suc-sau-om-dau-tang-bao-nhieu.html,Cải cách tiền lương,07:25 | 28/06/2024,"Lương cơ sở tăng lên 2,34 triệu đồng thì trợ cấp dưỡng sức sau ốm đau tăng bao nhiêu?","Lương cơ sở tăng lên 2,34 triệu đồng thì trợ cấp dưỡng sức sau ốm đau tăng bao nhiêu?","Căn cứ Tiểu mục 2.2 Mục 2Kết luận 83-KL/TW năm 2024về nội dung cải cách tiền lương theo Nghị quyết số 27-NQ/TW như sau: 2. Về nội dung cải cách tiền lương theo Nghị quyết số 27-NQ/TW ... 2.2. Đối với cán bộ, công chức, viên chức và lực lượng vũ trang (khu vực công) Việc triển khai thực hiện cải cách tiền lương theo Nghị quyết số 27-NQ/TW đối với cán bộ, công chức, viên chức và lực lượng vũ trang có nhiều khó khăn, vướng mắc, bất cập nên cần rà soát, nghiên cứu kỹ lưỡng, thấu đáo, toàn diện; đồng thời, phải sửa đổi, bổ sung rất nhiều các quy định của Đảng và pháp luật của Nhà nước để trình Trung ương xem xét, điều chỉnh một số nội dung của Nghị quyết số 27-NQ/TW cho phù hợp với tình hình thực tiễn. Từ tình hình trên và căn cứ Nghị quyết số 27-NQ/TW, Bộ Chính trị giao Ban cán sự đảng Chính phủ chỉ đạo Chính phủ thực hiện cải cách tiền lương khu vực công theo lộ trình, từng bước, hợp lý, thận trọng, khả thi. Theo đó thực hiện 7 nội dung sau: (1) Thực hiện điều chỉnh mức lương cơ sở từ 1,8 triệu đồng lên 2,34 triệu đồng (tăng 30%) kể từ ngày 01/7/2024. ... Căn cứ Điều 29Luật Bảo hiểm xã hội 2014quy định dưỡng sức, phục hồi sức khỏe sau khi ốm đau: Điều 29. Dưỡng sức, phục hồi sức khỏe sau khi ốm đau 1. Người lao động đã nghỉ việc hưởng chế độ ốm đau đủ thời gian trong một năm theo quy định tại Điều 26 của Luật này, trong khoảng thời gian 30 ngày đầu trở lại làm việc mà sức khỏe chưa phục hồi thì được nghỉ dưỡng sức, phục hồi sức khỏe từ 05 ngày đến 10 ngày trong một năm. Thời gian nghỉ dưỡng sức, phục hồi sức khỏe bao gồm cả ngày nghỉ lễ, nghỉ Tết, ngày nghỉ hằng tuần. Trường hợp có thời gian nghỉ dưỡng sức, phục hồi sức khỏe từ cuối năm trước chuyển tiếp sang đầu năm sau thì thời gian nghỉ đó được tính cho năm trước. 2. Số ngày nghỉ dưỡng sức, phục hồi sức khỏe do người sử dụng lao động và Ban Chấp hành công đoàn cơ sở quyết định, trường hợp đơn vị sử dụng lao động chưa có công đoàn cơ sở thì do người sử dụng lao động quyết định như sau: a) Tối đa 10 ngày đối với người lao động sức khỏe chưa phục hồi sau thời gian ốm đau do mắc bệnh cần chữa trị dài ngày; b) Tối đa 07 ngày đối với người lao động sức khỏe chưa phục hồi sau thời gian ốm đau do phải phẫu thuật; c) Bằng 05 ngày đối với các trường hợp khác. 3. Mức hưởng dưỡng sức, phục hồi sức khỏe sau khi ốm đau một ngày bằng 30% mức lương cơ sở. Theo quy định trên, từ ngày 01/7/2024, lương cơ sở sẽ tăng 30% từ 1.8 triệu đồng lên 2.34 triệu đồng. Trợ cấp dưỡng sức sau ốm đau được tính dựa trên % mức lương cơ sở. Vì vậy, từ ngày 01/7/2024 mức lương cơ sở tăng thì trợ cấp dưỡng sức sau ốm đau cũng sẽ tăng theo. Mức trợ cấp dưỡng sức sau ốm đau/ngày = 30% x Mức lương cơ sở - Trước ngày 01/7/2024: 30% x 1.800.000 đồng = 540.000 đồng/ngày - Từ ngày 01/7/2024: 30% x 2.340.000 đồng = 702.000 đồng/ngày Như vậy, từ ngày 01/7/2024 lương cơ sở tăng lên 2,34 triệu đồng thì trợ cấp dưỡng sức sau ốm đau tăng từ 540.000 đồng/ngày lên 702.000 đồng/ngày.  Lương cơ sở tăng lên 2,34 triệu đồng thì trợ cấp dưỡng sức sau ốm đau tăng bao nhiêu? (Hình từ Internet)"
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A2524-hd-luong-co-so-tang-len-234-trieu-dong-thi-tro-cap-duong-suc-sau-om-dau-tang-bao-nhieu.html,Cải cách tiền lương,07:25 | 28/06/2024,"Lương cơ sở tăng lên 2,34 triệu đồng thì trợ cấp dưỡng sức sau ốm đau tăng bao nhiêu?",Thời gian hưởng chế độ ốm đau là bao lâu?,"Căn cứ Điều 26Luật Bảo hiểm xã hội 2014quy định thời gian hưởng chế độ ốm đau được quy định như sau: [1]Người lao động là công dân Việt Nam thuộc đối tượng tham gia bảo hiểm xã hội bắt buộc, thì thời gian tối đa hưởng chế độ ốm đau trong một năm là: - Trường hợp làm việc trong điều kiện bình thường: + 30 ngày nếu đã đóng bảo hiểm xã hội dưới 15 năm; + 40 ngày nếu đã đóng bảo hiểm xã hội từ đủ 15 năm đến dưới 30 năm; + 60 ngày nếu đã đóng bảo hiểm xã hội từ đủ 30 năm trở lên; - Trường hợp làm nghề hoặc công việc nặng nhọc, độc hại, nguy hiểm hoặc đặc biệt nặng nhọc, độc hại, nguy hiểm hoặc làm việc ở nơi có phụ cấp khu vực hệ số từ 0,7 trở lên thì được hưởng: + 40 ngày nếu đã đóng bảo hiểm xã hội dưới 15 năm; + 50 ngày nếu đã đóng bảo hiểm xã hội từ đủ 15 năm đến dưới 30 năm; + 70 ngày nếu đã đóng bảo hiểm xã hội từ đủ 30 năm trở lên. [2]Người lao động nghỉ việc do mắc bệnh thuộc danh mục bệnh cần chữa trị dài ngày do Bộ Y tế ban hành thì được hưởng chế độ ốm đau như sau: - Tối đa 180 ngày tính cả ngày nghỉ lễ, nghỉ Tết, ngày nghỉ hằng tuần; - Hết thời hạn hưởng chế độ ốm đau mà vẫn tiếp tục điều trị thì được hưởng tiếp chế độ ốm đau với mức thấp hơn nhưng thời gian hưởng tối đa bằng thời gian đã đóng bảo hiểm xã hội. [3]Thời gian hưởng chế độ ốm đau đối với sĩ quan, quân nhân chuyên nghiệp quân đội nhân dân; sĩ quan, hạ sĩ quan nghiệp vụ, sĩ quan, hạ sĩ quan chuyên môn kỹ thuật công an nhân dân; người làm công tác cơ yếu hưởng lương như đối với quân nhân thì căn cứ vào thời gian điều trị tại cơ sở khám bệnh, chữa bệnh có thẩm quyền."
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A2524-hd-luong-co-so-tang-len-234-trieu-dong-thi-tro-cap-duong-suc-sau-om-dau-tang-bao-nhieu.html,Cải cách tiền lương,07:25 | 28/06/2024,"Lương cơ sở tăng lên 2,34 triệu đồng thì trợ cấp dưỡng sức sau ốm đau tăng bao nhiêu?",Trường hợp người lao động ốm đau do sử dụng chất ma túy thì có được hưởng chế độ ốm đau không?,"Căn cứ Điều 25Luật Bảo hiểm xã hội 2014quy định điều kiện hưởng chế độ ốm đau: Điều 25. Điều kiện hưởng chế độ ốm đau 1. Bị ốm đau, tai nạn mà không phải là tai nạn lao động phải nghỉ việc và có xác nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền theo quy định của Bộ Y tế. Trường hợp ốm đau, tai nạn phải nghỉ việc do tự hủy hoại sức khỏe, do say rượu hoặc sử dụng chất ma túy, tiền chất ma túy theo danh mục do Chính phủ quy định thì không được hưởng chế độ ốm đau. 2. Phải nghỉ việc để chăm sóc con dưới 07 tuổi bị ốm đau và có xác nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền. như vậy, người lao động nghỉ việc do sử dụng chất ma túy thì không được hưởng chế độ ốm đau."
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A24F8-hd-hop-dong-chuyen-giao-cong-nghe-trong-nuoc-co-duoc-su-dung-ngon-ngu-tieng-anh-khong.html,Chuyển giao công nghệ,19:30 | 26/06/2024,Hợp đồng chuyển giao công nghệ trong nước có được sử dụng ngôn ngữ tiếng Anh không?,Hợp đồng chuyển giao công nghệ trong nước có được sử dụng ngôn ngữ tiếng Anh không?,"Căn cứ theo khoản 2 Điều 22Luật Chuyển giao công nghệ 2017quy định như sau: Điều 22. Giao kết và thực hiện hợp đồng chuyển giao công nghệ 1. Việc giao kết hợp đồng chuyển giao công nghệ phải được lập thành văn bản hoặc hình thức khác được coi là giao dịch bằng văn bản theo quy định của Bộ luật Dân sự. Văn bản hợp đồng phải được các bên ký, đóng dấu (nếu có); ký, đóng dấu giáp lai (nếu có) vào các trang của hợp đồng, phụ lục hợp đồng. 2. Ngôn ngữ trong hợp đồng chuyển giao công nghệ do các bên thỏa thuận. 3. Hợp đồng chuyển giao công nghệ được giao kết và thực hiện theo quy định của Luật này, Bộ luật Dân sự, Luật Thương mại, Luật Sở hữu trí tuệ, Luật Cạnh tranh và quy định khác của pháp luật có liên quan. Như vậy, theo quy định thì ngôn ngữ trong hợp đồng chuyển giao công nghệ do các bên thỏa thuận. Do đó, trong hợp đồngchuyển giao công nghệtrong nước các bên có thể sử dụng ngôn ngữ tiếng Anh.  Hợp đồng chuyển giao công nghệ trong nước có được sử dụng ngôn ngữ tiếng Anh không? (Hình từ Internet)"
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A24F8-hd-hop-dong-chuyen-giao-cong-nghe-trong-nuoc-co-duoc-su-dung-ngon-ngu-tieng-anh-khong.html,Chuyển giao công nghệ,19:30 | 26/06/2024,Hợp đồng chuyển giao công nghệ trong nước có được sử dụng ngôn ngữ tiếng Anh không?,Hợp đồng chuyển giao công nghệ phải có những nội dung nào?,"Căn cứ theo Điều 23Luật Chuyển giao công nghệ 2017quy định về nội dung hợp đồng chuyển giao công nghệ như sau: [1]Tên công nghệ được chuyển giao. [2]Đối tượng công nghệ được chuyển giao, sản phẩm do công nghệ tạo ra, tiêu chuẩn, chất lượng sản phẩm. [3]Chuyển nhượng quyền sở hữu, chuyển giao quyền sử dụng công nghệ. [4]Phương thức chuyển giao công nghệ. [5]Quyền và nghĩa vụ của các bên. [6]Giá, phương thức thanh toán. [7]Thời hạn, thời điểm có hiệu lực của hợp đồng. [8]Khái niệm, thuật ngữ sử dụng trong hợp đồng (nếu có). [9]Kế hoạch, tiến độ chuyển giao công nghệ, địa điểm thực hiện chuyển giao công nghệ. [10]Trách nhiệm bảo hành công nghệ được chuyển giao. [11]Phạt vi phạm hợp đồng. [12]Trách nhiệm do vi phạm hợp đồng. [13]Cơ quan giải quyết tranh chấp. [14]Nội dung khác do các bên thỏa thuận."
https://thuvienphapluat.vn/hoi-dap-phap-luat/83A24F8-hd-hop-dong-chuyen-giao-cong-nghe-trong-nuoc-co-duoc-su-dung-ngon-ngu-tieng-anh-khong.html,Chuyển giao công nghệ,19:30 | 26/06/2024,Hợp đồng chuyển giao công nghệ trong nước có được sử dụng ngôn ngữ tiếng Anh không?,Bên giao công nghệ có những quyền và nghĩa vụ gì?,"Căn cứ theo Điều 25Luật Chuyển giao công nghệ 2017quy định quyền và nghĩa vụ của bên giao công nghệ như sau: [1]Bên giao công nghệ có quyền sau đây: - Yêu cầu bên nhận công nghệ thực hiện đúng cam kết trong hợp đồng; - Được thanh toán đầy đủ và hưởng quyền, lợi ích khác theo thỏa thuận trong hợp đồng; - Được thuê tổ chức, cá nhân thực hiện dịch vụ chuyển giao công nghệ theo quy định của pháp luật; - Yêu cầu cơ quan có thẩm quyền bảo vệ quyền, lợi ích hợp pháp liên quan đến công nghệ được chuyển giao; - Yêu cầu bên nhận công nghệ áp dụng biện pháp khắc phục, bồi thường thiệt hại trong trường hợp bên nhận công nghệ không thực hiện đúng nghĩa vụ quy định trong hợp đồng, trừ trường hợp các bên có thỏa thuận khác; - Các quyền khác theo quy định của pháp luật. [2]Bên giao công nghệ có nghĩa vụ sau đây: - Bảo đảm quyền chuyển giao công nghệ là hợp pháp và không bị hạn chế bởi bên thứ ba, trừ trường hợp các bên có thỏa thuận khác; - Thực hiện đúng cam kết trong hợp đồng; bồi thường thiệt hại cho bên nhận công nghệ, bên thứ ba do vi phạm hợp đồng; - Giữ bí mật thông tin về công nghệ và thông tin khác trong quá trình đàm phán, ký kết, thực hiện hợp đồng chuyển giao công nghệ theo thỏa thuận; - Thông báo cho bên nhận công nghệ và thực hiện các biện pháp thích hợp khi phát hiện có khó khăn về kỹ thuật của công nghệ được chuyển giao làm cho kết quả chuyển giao công nghệ có khả năng không đúng cam kết trong hợp đồng; - Đề nghị cấp Giấy phép chuyển giao công nghệ trong trường hợp chuyển giao công nghệ hạn chế chuyển giao từ Việt Nam ra nước ngoài, trừ trường hợp các bên có thỏa thuận khác; - Thực hiện nghĩa vụ về tài chính, nghĩa vụ khác theo quy định của pháp luật."
